序号,名称,申报类别,出版单位,运营单位,文号,出版物号,时间
713,无极仙途,移动,方圆电子音像出版社有限责任公司,石家庄炫酷软件科技有限公司,国新出审[2020]1393号,ISBN 978-7-498-07830-8,2020/7/1
714,恶魔秘境,移动,厦门雷霆互动网络有限公司,深圳雷霆信息技术有限公司,国新出审[2020]1392号,ISBN 978-7-498-07829-2,2020/7/1
715,异星巡航机,游戏机-XBOX,深圳中青宝互动网络股份有限公司,深圳时代首游互动科技有限公司,国新出审[2020]1391号,ISBN 978-7-498-07827-8,2020/7/1
716,别惹神医小王妃,移动,安徽新华电子音像出版社,合肥启云软件有限公司,国新出审[2020]1390号,ISBN 978-7-498-07825-4,2020/7/1
717,起源幻想,移动,成都盈众九州网络科技有限公司,海南火兔网络科技有限公司,国新出审[2020]1389号,ISBN 978-7-498-07824-7,2020/7/1
718,战火使命,移动,杭州紫府网络科技有限公司,海南荣耀信息技术有限公司,国新出审[2020]1388号,ISBN 978-7-498-07822-3,2020/7/1
719,上古王冠,移动,北京畅元国讯科技有限公司,厦门极致互动网络技术股份有限公司,国新出审[2020]1387号,ISBN 978-7-498-07821-6,2020/7/1
720,炼金与魔法,移动,上海同济大学电子音像出版社有限公司,厦门西岐网络股份有限公司,国新出审[2020]1386号,ISBN 978-7-498-07819-3,2020/7/1
721,绝地战场英雄传,移动,合肥乐堂动漫信息技术有限公司,合肥畅乐互动信息技术有限公司,国新出审[2020]1385号,ISBN 978-7-498-07817-9,2020/7/1
722,巴啦啦换装物语,移动-休闲益智,咪咕互动娱乐有限公司,成都雷兽互动科技有限公司,国新出审[2020]1384号,ISBN 978-7-498-07871-1,2020/7/1
723,全民五子棋,移动-休闲益智,杭州边锋网络技术有限公司,杭州边锋网络技术有限公司,国新出审[2020]1383号,ISBN 978-7-498-07870-4,2020/7/1
724,头号车神,移动-休闲益智,上海科学技术文献出版社有限公司,上海才宝网络科技有限公司,国新出审[2020]1382号,ISBN 978-7-498-07869-8,2020/7/1
725,菜鸟小忍者,移动-休闲益智,杭州润趣科技有限公司,杭州掌动科技股份有限公司,国新出审[2020]1381号,ISBN 978-7-498-07867-4,2020/7/1
726,火柴人射击英雄,移动-休闲益智,江苏凤凰电子音像出版社有限公司,南京天豆互动网络科技有限公司,国新出审[2020]1380号,ISBN 978-7-498-07864-3,2020/7/1
727,挨饿荒野,移动-休闲益智,四三九九网络股份有限公司,四三九九网络股份有限公司,国新出审[2020]1379号,ISBN 978-7-498-07861-2,2020/7/1
728,炮击王者,移动-休闲益智,宁波东海岸电子音像出版社有限公司,深圳市来玩科技有限公司,国新出审[2020]1378号,ISBN 978-7-498-07859-9,2020/7/1
729,荣耀贪吃蛇,移动-休闲益智,杭州群游科技有限公司,南京奇点网络科技有限公司,国新出审[2020]1377号,ISBN 978-7-498-07856-8,2020/7/1
730,弹壳特攻队,移动-休闲益智,三辰影库音像出版社有限公司,北京乐逍游网络科技有限公司,国新出审[2020]1376号,ISBN 978-7-498-07853-7,2020/7/1
731,致命小队,移动-休闲益智,上海双盟网络科技有限公司,上海掌易网络科技有限公司,国新出审[2020]1375号,ISBN 978-7-498-07850-6,2020/7/1
732,英文达人,移动-休闲益智,上海雪鲤鱼计算机科技有限公司,上海易接信息科技有限公司,国新出审[2020]1374号,ISBN 978-7-498-07847-6,2020/7/1
733,平头哥大作战,移动-休闲益智,湖北省扬子江影音有限责任公司,北京多多游科技有限公司,国新出审[2020]1373号,ISBN 978-7-498-07845-2,2020/7/1
734,家园攻防战,移动-休闲益智,杭州紫府网络科技有限公司,北京赛诺斯科技发展有限责任公司,国新出审[2020]1372号,ISBN 978-7-498-07842-1,2020/7/1
735,中至消消乐,移动-休闲益智,江西高校出版社有限责任公司,江西中至科技有限公司,国新出审[2020]1371号,ISBN 978-7-498-07839-1,2020/7/1
736,疯狂像素城,移动-休闲益智,上海乐蜀网络科技股份有限公司,上海乐蜀网络科技股份有限公司,国新出审[2020]1370号,ISBN 978-7-498-07836-0,2020/7/1
737,弹射升空,移动-休闲益智,杭州烈焰网络技术有限公司,盐城七子科技有限公司,国新出审[2020]1369号,ISBN 978-7-498-07834-6,2020/7/1
738,甜蜜爱消除,移动-休闲益智,杭州貔喜网络科技有限公司,杭州烁游网络科技有限公司,国新出审[2020]1368号,ISBN 978-7-498-07831-5,2020/7/1
739,野兽也疯狂,移动-休闲益智,广州盈正信息技术有限公司,苏州同艺互娱网络科技有限公司,国新出审[2020]1367号,ISBN 978-7-498-07828-5,2020/7/1
740,元气精灵食堂,移动-休闲益智,上海晨路信息科技股份有限公司,上海似锦网络科技有限公司,国新出审[2020]1366号,ISBN 978-7-498-07826-1,2020/7/1
741,点点乐趣玩,移动-休闲益智,东方星空数字娱乐有限公司,苏州尚游网络科技有限公司,国新出审[2020]1365号,ISBN 978-7-498-07823-0,2020/7/1
742,王牌小射手,移动-休闲益智,杭州哲信信息技术有限公司,杭州哲信信息技术有限公司,国新出审[2020]1364号,ISBN 978-7-498-07820-9,2020/7/1
743,球球射击大作战,移动-休闲益智,炫彩互动网络科技有限公司,深圳市猎游科技有限公司,国新出审[2020]1363号,ISBN 978-7-498-07818-6,2020/7/1
744,穿越禁区,移动-休闲益智,江苏凤凰电子音像出版社有限公司,深圳市引力游戏有限公司,国新出审[2020]1362号,ISBN 978-7-498-07816-2,2020/7/1
745,荣耀弓箭手,移动,江苏凤凰电子音像出版社有限公司,苏州大禹网络科技有限公司,国新出审[2020]1899号,ISBN 978-7-498-08015-8,2020/8/21
746,延禧攻略之凤凰于飞,移动,上海众源网络有限公司,上海众源网络有限公司,国新出审[2020]1898号,ISBN 978-7-498-08016-5,2020/8/21
747,一千克拉女王,移动,三七互娱（上海）科技有限公司,上海硬通网络科技有限公司,国新出审[2020]1897号,ISBN 978-7-498-08019-6,2020/8/21
748,一起来飞车2,移动,海南省电子音像出版社有限公司,海南霖悦信息科技有限公司,国新出审[2020]1896号,ISBN 978-7-498-08021-9,2020/8/21
749,诺弗兰物语,移动,华东师范大学电子音像出版社有限公司,上海花度网络科技有限公司,国新出审[2020]1895号,ISBN 978-7-498-08022-6,2020/8/21
750,2047,移动,杭州电魂网络科技股份有限公司,杭州电魂网络科技股份有限公司,国新出审[2020]1894号,ISBN 978-7-498-08023-3,2020/8/21
751,江湖客栈,移动,上海科学技术文献出版社有限公司,上海盛展网络科技有限公司,国新出审[2020]1893号,ISBN 978-7-498-08024-0,2020/8/21
752,艾希,游戏机-Nintendo Switch,天津电子出版社有限公司,心动网络股份有限公司,国新出审[2020]1892号,ISBN 978-7-498-08027-1,2020/8/21
753,圣杯传奇,移动,黑龙江龙华数字出版股份有限公司,哈尔滨创游科技有限公司,国新出审[2020]1891号,ISBN 978-7-498-08029-5,2020/8/21
754,王牌战机大作战,移动,河北冠林数字出版有限公司,深圳市凤起网络技术有限公司,国新出审[2020]1890号,ISBN 978-7-498-08031-8,2020/8/21
755,伏妖绘卷,移动,成都哆可梦网络科技有限公司,上海趣侬网络科技有限公司,国新出审[2020]1889号,ISBN 978-7-498-08033-2,2020/8/21
756,征服与霸业,移动,辽宁电子出版社有限责任公司,北京乐动卓越科技有限公司,国新出审[2020]1888号,ISBN 978-7-498-08034-9,2020/8/21
757,七雄纷争,移动,上海同济大学电子音像出版社有限公司,深圳欣欣互动科技有限公司,国新出审[2020]1887号,ISBN 978-7-498-08036-3,2020/8/21
758,王朝启元,移动,广州四三九九信息科技有限公司,广州四三九九信息科技有限公司,国新出审[2020]1886号,ISBN 978-7-498-08038-7,2020/8/21
759,歌手,移动,江苏凤凰电子音像出版社有限公司,深圳市拇指游玩科技有限公司,国新出审[2020]1885号,ISBN 978-7-498-08040-0,2020/8/21
760,白之物语,移动,厦门雷霆互动网络有限公司,深圳雷霆信息技术有限公司,国新出审[2020]1884号,ISBN 978-7-498-08042-4,2020/8/21
761,荒古奇谭,移动,成都盈众九州网络科技有限公司,湖南草花互动网络科技有限公司,国新出审[2020]1883号,ISBN 978-7-498-08044-8,2020/8/21
762,文明与众神,移动,成都超级梦网络技术股份有限公司,上海聚市网络科技有限公司,国新出审[2020]1882号,ISBN 978-7-498-08047-9,2020/8/21
763,赏金战机,客户端,华东师范大学电子音像出版社有限公司,深圳市嗨皮窝网络科技有限公司,国新出审[2020]1881号,ISBN 978-7-498-08049-3,2020/8/21
764,我的仙门,移动,海南省电子音像出版社有限公司,海南尤达科技有限公司,国新出审[2020]1880号,ISBN 978-7-498-08051-6,2020/8/21
765,拂晓,移动,上海久游网络科技有限公司,上海久游网络科技有限公司,国新出审[2020]1879号,ISBN 978-7-498-08052-3,2020/8/21
766,乱世逐鹿,移动,金报电子音像出版中心,北京攸乐科技有限公司,国新出审[2020]1878号,ISBN 978-7-498-08054-7,2020/8/21
767,寻侠之侠影,移动,海南动网先锋网络科技有限公司,海南动网先锋网络科技有限公司,国新出审[2020]1877号,ISBN 978-7-498-08056-1,2020/8/21
768,纷乱的昨日之境,移动,华中科技大学电子音像出版社,风云速动（北京）科技有限公司,国新出审[2020]1876号,ISBN 978-7-498-08058-5,2020/8/21
769,黎明远征,移动,北京侠客行网络技术有限公司,北京侠客行网络技术有限公司,国新出审[2020]1875号,ISBN 978-7-498-08060-8,2020/8/21
770,音灵,移动,方圆电子音像出版社有限责任公司,上海幻电信息科技有限公司,国新出审[2020]1874号,ISBN 978-7-498-08062-2,2020/8/21
771,悄然心动,移动,深圳冰川网络股份有限公司,深圳冰川网络股份有限公司,国新出审[2020]1873号,ISBN 978-7-498-08065-3,2020/8/21
772,帝国王朝,移动,华东师范大学电子音像出版社有限公司,上海傲志网络科技有限公司,国新出审[2020]1872号,ISBN 978-7-498-08066-0,2020/8/21
773,冒险与纷争,移动,上海乐蜀网络科技股份有限公司,上海敢客网络科技有限公司,国新出审[2020]1871号,ISBN 978-7-498-08067-7,2020/8/21
774,异世江湖,移动,厦门雷霆互动网络有限公司,厦门淘金互动网络股份有限公司,国新出审[2020]1870号,ISBN 978-7-498-08068-4,2020/8/21
775,召唤大陆,移动,上海游爱之星信息科技有限公司,上海游爱之星信息科技有限公司,国新出审[2020]1869号,ISBN 978-7-498-08069-1,2020/8/21
776,宠物千千万,移动,杭州紫府网络科技有限公司,苏州果动信息科技有限公司,国新出审[2020]1868号,ISBN 978-7-498-08070-7,2020/8/21
777,上古宝藏,移动,黑龙江科学技术出版社有限公司,海南因陀罗软件有限公司,国新出审[2020]1867号,ISBN 978-7-498-08071-4,2020/8/21
778,黑暗之潮：契约,移动,北京掌趣科技股份有限公司,北京天马时空网络技术有限公司,国新出审[2020]1866号,ISBN 978-7-498-08064-6,2020/8/21
779,同桌2048,移动-休闲益智,天津电子出版社有限公司,北京同桌游戏科技有限公司,国新出审[2020]1865号,ISBN 978-7-498-08063-9,2020/8/21
780,六洲棋,移动-休闲益智,安徽新华电子音像出版社,合肥市艾特米信息技术有限公司,国新出审[2020]1864号,ISBN 978-7-498-08061-5,2020/8/21
781,连连看大作战,移动-休闲益智,杭州边锋网络技术有限公司,杭州边锋网络技术有限公司,国新出审[2020]1863号,ISBN 978-7-498-08059-2,2020/8/21
782,开心棒球,移动-休闲益智,杭州群游科技有限公司,杭州圈外网络科技有限公司,国新出审[2020]1862号,ISBN 978-7-498-08057-8,2020/8/21
783,逃离异次元,移动-休闲益智,上海雪鲤鱼计算机科技有限公司,上海易接信息科技有限公司,国新出审[2020]1861号,ISBN 978-7-498-08055-4,2020/8/21
784,疯狂快车手,移动-休闲益智,杭州润趣科技有限公司,杭州掌动科技股份有限公司,国新出审[2020]1860号,ISBN 978-7-498-08053-0,2020/8/21
785,恋爱消星星,移动-休闲益智,宁波东海岸电子音像出版社,武汉悠游互动科技有限公司,国新出审[2020]1859号,ISBN 978-7-498-08050-9,2020/8/21
786,单手挪车,移动-休闲益智,上海乐蜀网络科技股份有限公司,上海乐蜀网络科技股份有限公司,国新出审[2020]1858号,ISBN 978-7-498-08048-6,2020/8/21
787,坚持到底,移动-休闲益智,杭州紫府网络科技有限公司,北京赛诺斯科技发展有限责任公司,国新出审[2020]1857号,ISBN 978-7-498-08046-2,2020/8/21
788,冲刺跑跑,移动-休闲益智,杭州烈焰网络技术有限公司,盐城昌兴科技有限公司,国新出审[2020]1856号,ISBN 978-7-498-08045-5,2020/8/21
789,火柴间谍英雄,移动-休闲益智,辽宁电子出版社有限责任公司,南京天豆互动网络科技有限公司,国新出审[2020]1855号,ISBN 978-7-498-08043-1,2020/8/21
790,一起击碎吧,移动-休闲益智,成都盈众九州网络科技有限公司,成都赤橙数字娱乐有限公司,国新出审[2020]1854号,ISBN 978-7-498-08041-7,2020/8/21
791,菲梦少女,移动-休闲益智,湖北省扬子江影音有限责任公司,成都雷兽互动科技有限公司,国新出审[2020]1853号,ISBN 978-7-498-08039-4,2020/8/21
792,俄罗斯方块宝石拼图,移动-休闲益智,广州盈正信息技术有限公司,合肥乐攸信息科技有限公司,国新出审[2020]1852号,ISBN 978-7-498-08037-0,2020/8/21
793,哈局成语大师,移动-休闲益智,杭州群游科技有限公司,深圳市大头互动文化传播有限公司,国新出审[2020]1851号,ISBN 978-7-498-08035-6,2020/8/21
794,深海星辰,移动-休闲益智,湖北省扬子江影音有限责任公司,武汉哆咪互娱科技有限公司,国新出审[2020]1850号,ISBN 978-7-498-08032-5,2020/8/21
795,商业梦工厂,移动-休闲益智,上海晨路信息科技股份有限公司,上海似锦网络科技有限公司,国新出审[2020]1849号,ISBN 978-7-498-08030-1,2020/8/21
796,艾莉莎,移动-休闲益智,深圳中青宝互动网络股份有限公司,上海心愉计算机科技有限公司,国新出审[2020]1848号,ISBN 978-7-498-08028-8,2020/8/21
797,小将冲冲冲,移动-休闲益智,黑龙江科学技术出版社有限公司,重庆隆讯科技有限公司,国新出审[2020]1847号,ISBN 978-7-498-08026-4,2020/8/21
798,进击的弓箭手,移动-休闲益智,浙江出版集团数字传媒有限公司,杭州西米科技有限公司,国新出审[2020]1846号,ISBN 978-7-498-08025-7,2020/8/21
799,推推小怪兽,移动-休闲益智,北京幻方朗睿软件科技有限公司,南京番茄互娱网络科技有限公司,国新出审[2020]1845号,ISBN 978-7-498-08020-2,2020/8/21
800,旅行找元素,移动-休闲益智,上海星翼网络信息有限公司,上海星翼网络信息有限公司,国新出审[2020]1844号,ISBN 978-7-498-08018-9,2020/8/21
801,趣味冲锋,移动-休闲益智,吉林音像出版社有限责任公司,深圳市掌上方舟科技有限公司,国新出审[2020]1843号,ISBN 978-7-498-08017-2,2020/8/21
802,无径之林,客户端,深圳中青宝互动网络股份有限公司,上海心愉计算机科技有限公司,国新出审[2020]2278号,ISBN 978-7-498-08248-0,2020年9月29日
803,战斗吧龙魂,移动,广东趣炫网络股份有限公司,广东趣炫网络股份有限公司,国新出审[2020]2277号,ISBN 978-7-498-08245-9,2020年9月29日
804,寻道大千,移动,海南省电子音像出版社有限公司,海南祥莱网络科技有限公司,国新出审[2020]2276号,ISBN 978-7-498-08243-5,2020年9月29日
805,伏龙,移动,湖北省扬子江影音有限责任公司,北京七星乐游科技有限公司,国新出审[2020]2275号,ISBN 978-7-498-08241-1,2020年9月29日
806,普通话小镇,移动,江苏凤凰电子音像出版社有限公司,南京网典科技有限公司,国新出审[2020]2274号,ISBN 978-7-498-08240-4,2020年9月29日
807,幻世九歌,移动,上海触控科技发展有限公司,上海触控科技发展有限公司,国新出审[2020]2273号,ISBN 978-7-498-08237-4,2020年9月29日
808,天之禁：诸界破碎,移动,天津电子出版社有限公司,海南省龙猫网络科技有限公司,国新出审[2020]2272号,ISBN 978-7-498-08236-7,2020年9月29日
809,永远的蔚蓝星球,移动,上海乐蜀网络科技股份有限公司,上海游民网络科技有限公司,国新出审[2020]2271号,ISBN 978-7-498-08234-3,2020年9月29日
810,天地劫：幽城再临,移动,上海触控科技发展有限公司,上海紫舜信息技术有限公司,国新出审[2020]2270号,ISBN 978-7-498-08232-9,2020年9月29日
811,八荒主宰,移动,成都盈众九州网络科技有限公司,新疆罗摩网络科技有限公司,国新出审[2020]2269号,ISBN 978-7-498-08230-5,2020年9月29日
812,模拟江湖,移动,华东师范大学电子音像出版社有限公司,深圳市汉家松鼠网络科技有限公司,国新出审[2020]2268号,ISBN 978-7-498-08228-2,2020年9月29日
813,剑侠世界3,移动,成都西山居世游科技有限公司,成都西山居世游科技有限公司,国新出审[2020]2267号,ISBN 978-7-498-08226-8,2020年9月29日
814,决战地牢,移动,河北冠林数字出版有限公司,深圳市来宝互娱科技有限公司,国新出审[2020]2266号,ISBN 978-7-498-08224-4,2020年9月29日
815,猫之城,移动,上海晨路信息科技股份有限公司,上海番糖网络科技有限公司,国新出审[2020]2265号,ISBN 978-7-498-08222-0,2020年9月29日
816,了不起的飞剑,移动,厦门雷霆互动网络有限公司,深圳雷霆信息技术有限公司,国新出审[2020]2264号,ISBN 978-7-498-08220-6,2020年9月29日
817,出发！领主大人,移动,深圳市腾讯计算机系统有限公司,深圳市腾讯计算机系统有限公司,国新出审[2020]2263号,ISBN 978-7-498-08218-3,2020年9月29日
818,遇见尊上,移动,北京闪联互动网络科技有限责任公司,京游科技（北京）有限公司,国新出审[2020]2262号,ISBN 978-7-498-08217-6,2020年9月29日
819,炼金战争,移动,方圆电子音像出版社有限责任公司,四川切茜娅网络科技有限公司,国新出审[2020]2261号,ISBN 978-7-498-08215-2,2020年9月29日
820,明日秩序,移动,华东师范大学电子音像出版社有限公司,上海聪盛网络科技有限公司,国新出审[2020]2260号,ISBN 978-7-498-08213-8,2020年9月29日
821,武动仙途,移动,华中科技大学电子音像出版社,武汉快玩科技有限公司,国新出审[2020]2259号,ISBN 978-7-498-08211-4,2020年9月29日
822,快来当领主,移动,成都盈众九州网络科技有限公司,深圳市大梦龙途文化传播有限公司,国新出审[2020]2258号,ISBN 978-7-498-08209-1,2020年9月29日
823,战争怒吼,移动,杭州汉唐文化传播有限公司,杭州网易雷火科技有限公司,国新出审[2020]2257号,ISBN 978-7-498-08207-7,2020年9月29日
824,报告农场主,移动,上海商国网络科技发展有限公司,上海商国网络科技发展有限公司,国新出审[2020]2256号,ISBN 978-7-498-08206-0,2020年9月29日
825,霸御乾坤,移动,华中科技大学电子音像出版社,广州新游网络科技有限公司,国新出审[2020]2255号,ISBN 978-7-498-08203-9,2020年9月29日
826,冽刃,移动,上海同济大学电子音像出版社有限公司,上海益玩网络科技有限公司,国新出审[2020]2254号,ISBN 978-7-498-08201-5,2020年9月29日
827,点点勇者,移动,深圳中青宝互动网络股份有限公司,深圳市掌娱炫动信息技术有限公司,国新出审[2020]2253号,ISBN 978-7-498-08199-5,2020年9月29日
828,沉浮,客户端,浙江无端科技股份有限公司,浙江无端科技股份有限公司,国新出审[2020]2252号,ISBN 978-7-498-08197-1,2020年9月29日
829,终末阵线：伊诺贝塔,移动,黑龙江龙华数字出版股份有限公司,上海幻电信息科技有限公司,国新出审[2020]2251号,ISBN 978-7-498-08255-8,2020年9月29日
830,我是大英雄,移动,杭州哲信信息技术有限公司,上海雪萌网络科技有限公司,国新出审[2020]2250号,ISBN 978-7-498-08196-4,2020年9月29日
831,铁甲战队,移动,四川数字出版传媒有限公司,成都赛贝洱信息技术有限责任公司,国新出审[2020]2249号,ISBN 978-7-498-08195-7,2020年9月29日
832,重明鸟,客户端,大唐网络有限公司,潜龙心诚(北京)网络科技有限公司,国新出审[2020]2248号,ISBN 978-7-498-08258-9,2020年9月29日
833,埃德蒙庄园冒险记,移动,杭州润趣科技有限公司,北京前范互娱网络科技有限公司,国新出审[2020]2247号,ISBN 978-7-498-08257-2,2020年9月29日
834,联盟纷争,移动,厦门大学电子出版社有限责任公司,厦门新游网络股份有限公司,国新出审[2020]2246号,ISBN 978-7-498-08256-5,2020年9月29日
835,灵魂潮汐,移动,杭州紫府网络科技有限公司,成都鬼脸科技有限公司,国新出审[2020]2245号,ISBN 978-7-498-08254-1,2020年9月29日
836,盟重之约,移动,北京伯通电子出版社,北京指上缤纷科技股份有限公司,国新出审[2020]2244号,ISBN 978-7-498-08253-4,2020年9月29日
837,妙奇星球,移动,上海波克城市网络科技股份有限公司,赛韵网络科技（上海）有限公司,国新出审[2020]2243号,ISBN 978-7-498-08252-7,2020年9月29日
838,冒险大幻想,移动,上海同济大学电子音像出版社有限公司,上海手盟网络科技有限公司,国新出审[2020]2242号,ISBN 978-7-498-08251-0,2020年9月29日
839,元气萌神,移动,湖北省扬子江影音有限责任公司,上海蜂虞网络科技有限公司,国新出审[2020]2241号,ISBN 978-7-498-08250-3,2020年9月29日
840,针锋相对,移动-休闲益智,天津电子出版社有限公司,武汉指娱互动信息技术有限公司,国新出审[2020]2240号,ISBN 978-7-498-08249-7,2020年9月29日
841,快乐动物消除,移动-休闲益智,杭州群游科技有限公司,杭州圈外网络科技有限公司,国新出审[2020]2239号,ISBN 978-7-498-08247-3,2020年9月29日
842,围棋天天玩,移动-休闲益智,杭州边锋网络技术有限公司,杭州边浙网络技术有限公司,国新出审[2020]2238号,ISBN 978-7-498-08246-6,2020年9月29日
843,极道狂飙,移动-休闲益智,宁波东海岸电子音像出版社有限公司,深圳游禧科技有限公司,国新出审[2020]2237号,ISBN 978-7-498-08244-2,2020年9月29日
844,灌篮大作战,移动-休闲益智,杭州紫府网络科技有限公司,北京赛诺斯科技发展有限责任公司,国新出审[2020]2236号,ISBN 978-7-498-08242-8,2020年9月29日
845,疯狂的球球,移动-休闲益智,杭州润趣科技有限公司,深圳市火星网络有限公司,国新出审[2020]2235号,ISBN 978-7-498-08239-8,2020年9月29日
846,拼接色块大作战,移动-休闲益智,上海科学技术文献出版社有限公司,重庆哎呦科技有限公司,国新出审[2020]2234号,ISBN 978-7-498-08238-1,2020年9月29日
847,我来跑步,移动-休闲益智,上海乐蜀网络科技股份有限公司,上海乐蜀网络科技股份有限公司,国新出审[2020]2233号,ISBN 978-7-498-08235-0,2020年9月29日
848,台球大作战,移动-休闲益智,浙江出版集团数字传媒有限公司,北京掌上易游科技有限公司,国新出审[2020]2232号,ISBN 978-7-498-08233-6,2020年9月29日
849,冒险先锋,移动-休闲益智,黑龙江龙华数字出版股份有限公司,海南有娱网络科技有限公司,国新出审[2020]2231号,ISBN 978-7-498-08231-2,2020年9月29日
850,进击的战场,移动-休闲益智,杭州哲信信息技术有限公司,南京翰达睿信息技术有限公司,国新出审[2020]2230号,ISBN 978-7-498-08229-9,2020年9月29日
851,雷霆巡航,移动-休闲益智,海南省电子音像出版社有限公司,海南爱乐游文化发展有限公司,国新出审[2020]2229号,ISBN 978-7-498-08227-5,2020年9月29日
852,狂漂,移动-休闲益智,厦门雷霆互动网络有限公司,厦门淘金互动网络股份有限公司,国新出审[2020]2228号,ISBN 978-7-498-08225-1,2020年9月29日
853,点击冒险之旅,移动-休闲益智,黑龙江科学技术出版社有限公司,重庆隆讯科技有限公司,国新出审[2020]2227号,ISBN 978-7-498-08223-7,2020年9月29日
854,酷爱消水果,移动-休闲益智,杭州烈焰网络技术有限公司,盐城昌兴科技有限公司,国新出审[2020]2226号,ISBN 978-7-498-08221-3,2020年9月29日
855,喵喵水族箱,移动-休闲益智,上海双盟网络科技有限公司,上海掌易网络科技有限公司,国新出审[2020]2225号,ISBN 978-7-498-08219-0,2020年9月29日
856,魔性养猪场,移动-休闲益智,吉林音像出版社有限责任公司,广州吉雅软件科技有限公司,国新出审[2020]2224号,ISBN 978-7-498-08216-9,2020年9月29日
857,经典矿工,移动-休闲益智,杭州乐港科技有限公司,宿州手游互联信息技术有限公司,国新出审[2020]2223号,ISBN 978-7-498-08214-5,2020年9月29日
858,战甲酷跑,移动-休闲益智,北京联众互动网络股份有限公司,南阳新创元软件有限公司,国新出审[2020]2222号,ISBN 978-7-498-08212-1,2020年9月29日
859,重启未知旅行,移动-休闲益智,辽宁电子出版社有限责任公司,深圳市火星人互动娱乐有限公司,国新出审[2020]2221号,ISBN 978-7-498-08210-7,2020年9月29日
860,欢笑猜成语,移动-休闲益智,上海晨路信息科技股份有限公司,上海傲志网络科技有限公司,国新出审[2020]2220号,ISBN 978-7-498-08208-4,2020年9月29日
861,野外冲击战,移动-休闲益智,宁波东海岸电子音像出版社有限公司,北京多多游科技有限公司,国新出审[2020]2219号,ISBN 978-7-498-08205-3,2020年9月29日
862,塔防来了,移动-休闲益智,湖北省扬子江影音有限责任公司,深圳市大雁互娱科技有限公司,国新出审[2020]2218号,ISBN 978-7-498-08204-6,2020年9月29日
863,选择大作战,移动-休闲益智,咪咕互动娱乐有限公司,南京番茄互娱网络科技有限公司,国新出审[2020]2217号,ISBN 978-7-498-08202-2,2020年9月29日
864,保卫萝卜4,移动-休闲益智,厦门游力信息科技有限公司,北京凯罗天下科技有限公司,国新出审[2020]2216号,ISBN 978-7-498-08200-8,2020年9月29日
865,还有这种操作3,移动-休闲益智,四川数字出版传媒有限公司,上海领音文化传播有限公司,国新出审[2020]2215号,ISBN 978-7-498-08198-8,2020年9月29日
866,火柴人逃出生天,移动-休闲益智,天津电子出版社有限公司,南京天豆互动网络科技有限公司,国新出审[2020]2214号,ISBN 978-7-498-08194-0,2020年9月29日
867,勇者逃脱,移动-休闲益智,杭州乐港科技有限公司,北京古鲁营销顾问有限公司,国新出审[2020]2213号,ISBN 978-7-498-08193-3,2020年9月29日
868,戴森球计划,客户端,深圳中青宝互动网络股份有限公司,上海心愉计算机科技有限公司,国新出审[2020]2151号,ISBN 978-7-498-08179-7,2020年9月21日
869,家园战争,移动,华中科技大学电子音像出版社,海南杰奥网络科技有限公司,国新出审[2020]2150号,ISBN 978-7-498-08177-3,2020年9月21日
870,群雄时代,移动,成都盈众九州网络科技有限公司,成都简乐互动远景科技有限公司,国新出审[2020]2149号,ISBN 978-7-498-08175-9,2020年9月21日
871,救赎之地,移动,大唐网络有限公司,北京汉仪科技有限公司,国新出审[2020]2148号,ISBN 978-7-498-08174-2,2020年9月21日
872,天命起源,移动,海南省电子音像出版社有限公司,海南元游信息技术有限公司,国新出审[2020]2147号,ISBN 978-7-498-08172-8,2020年9月21日
873,御妖师,移动,深圳中青宝互动网络股份有限公司,厦门景迅网络科技有限公司,国新出审[2020]2146号,ISBN 978-7-498-08170-4,2020年9月21日
874,合成契约,移动,广州盈正信息技术有限公司,浙江裙黑网络科技有限公司,国新出审[2020]2145号,ISBN 978-7-498-08169-8,2020年9月21日
875,幸存绿洲：突围,移动,杭州润趣科技有限公司,深圳云中信息技术有限公司,国新出审[2020]2144号,ISBN 978-7-498-08167-4,2020年9月21日
876,捕盗行纪,移动,上海科学技术文献出版社有限公司,成都魂动天下网络科技有限公司,国新出审[2020]2143号,ISBN 978-7-498-08165-0,2020年9月21日
877,永恒之弈,移动,上海雪鲤鱼计算机科技有限公司,上海易接信息科技有限公司,国新出审[2020]2142号,ISBN 978-7-498-08163-6,2020年9月21日
878,星辰降临时,移动,上海晨路信息科技股份有限公司,山西越游网络科技有限公司,国新出审[2020]2141号,ISBN 978-7-498-08162-9,2020年9月21日
879,金铲铲之战,移动,华东师范大学电子音像出版社有限公司,上海纳原信息技术有限公司,国新出审[2020]2140号,ISBN 978-7-498-08160-5,2020年9月21日
880,决战圣殿,移动,杭州烈焰网络技术有限公司,江苏溪谷网络科技有限公司,国新出审[2020]2139号,ISBN 978-7-498-08159-9,2020年9月21日
881,口袋奇兵,移动,三辰影库音像出版社有限公司,北京江娱互动科技有限公司,国新出审[2020]2138号,ISBN 978-7-498-08157-5,2020年9月21日
882,光明冒险,移动,华东理工大学电子音像出版社,上海仙豆网络信息科技有限责任公司,国新出审[2020]2137号,ISBN 978-7-498-08156-8,2020年9月21日
883,远征2,移动,深圳冰川网络股份有限公司,深圳冰川网络股份有限公司,国新出审[2020]2136号,ISBN 978-7-498-08154-4,2020年9月21日
