序号,名称,申报类别,出版单位,运营单位,文号,出版物号,时间
884,荣耀全明星,移动,深圳市创梦天地科技有限公司,深圳市创梦天地科技有限公司,国新出审[2020]2135号,ISBN 978-7-498-08153-7,2020年9月21日
885,高能手办团,移动,上海电子出版有限公司,上海逗视网络科技有限公司,国新出审[2020]2134号,ISBN 978-7-498-08187-2,2020年9月21日
886,多米诺世界,游戏机（PS4）,上海东方明珠文化发展有限公司,上海东方明珠文化发展有限公司,国新出审[2020]2133号,ISBN 978-7-498-08186-5,2020年9月21日
887,不休英雄,移动,广东音像出版社有限公司,深圳维京人网络科技有限公司,国新出审[2020]2132号,ISBN 978-7-498-08183-4,2020年9月21日
888,勇者养成记,移动,成都盈众九州网络科技有限公司,北京微赢互动科技有限公司,国新出审[2020]2131号,ISBN 978-7-498-08182-7,2020年9月21日
889,世界猫物语,移动,上海同济大学电子音像出版社有限公司,上海雷炎信息技术有限公司,国新出审[2020]2130号,ISBN 978-7-498-08181-0,2020年9月21日
890,战火之初,移动,上海乐蜀网络科技股份有限公司,明日世界（上海）网络科技有限公司,国新出审[2020]2129号,ISBN 978-7-498-08191-9,2020年9月21日
891,正义小法师,移动,杭州乐港科技有限公司,宿州手游互联信息技术有限公司,国新出审[2020]2128号,ISBN 978-7-498-08190-2,2020年9月21日
892,我要做游戏,移动,华东师范大学电子音像出版社有限公司,尚娱软件（深圳）有限公司,国新出审[2020]2127号,ISBN 978-7-498-08189-6,2020年9月21日
893,山海英雄谭,移动,上海同济大学电子音像出版社有限公司,广州三乐信息科技有限公司,国新出审[2020]2126号,ISBN 978-7-498-08188-9,2020年9月21日
894,新凡人修仙传,移动,北京目标在线科技有限公司,北京优联互动网络科技有限公司,国新出审[2020]2125号,ISBN 978-7-498-08192-6,2020年9月21日
895,奥奇传说,移动,广州百田信息科技有限公司,广州天梯网络科技有限公司,国新出审[2020]2124号,ISBN 978-7-498-08185-8,2020年9月21日
896,永劫无间,客户端,广州网易计算机系统有限公司,杭州网易雷火科技有限公司,国新出审[2020]2123号,ISBN 978-7-498-08184-1,2020年9月21日
897,光明领主,移动,广东趣炫网络股份有限公司,广东趣炫网络股份有限公司,国新出审[2020]2122号,ISBN 978-7-498-08180-3,2020年9月21日
898,一战成名,移动,杭州乐港科技有限公司,杭州妙聚网络科技有限公司,国新出审[2020]2121号,ISBN 978-7-498-08178-0,2020年9月21日
899,战三国八阵奇谋,移动,北京中电电子出版社,网易（上海）网络游戏有限公司,国新出审[2020]2120号,ISBN 978-7-498-08176-6,2020年9月21日
900,商业大咖,移动,上海商国网络科技发展有限公司,上海商国网络科技发展有限公司,国新出审[2020]2119号,ISBN 978-7-498-08173-5,2020年9月21日
901,偶像梦幻祭2,移动,北京目标在线科技有限公司,乐元素科技（北京）股份有限公司,国新出审[2020]2118号,ISBN 978-7-498-08171-1,2020年9月21日
902,九州八荒录,移动,上海科学技术文献出版社有限公司,上海触萌网络科技有限公司,国新出审[2020]2117号,ISBN 978-7-498-08168-1,2020年9月21日
903,全战天下,移动,互爱互动（北京）科技有限公司,互爱互动（北京）科技有限公司,国新出审[2020]2116号,ISBN 978-7-498-08166-7,2020年9月21日
904,踏马江湖,移动,黑龙江龙华数字出版股份有限公司,深圳市爱的番茄科技有限公司,国新出审[2020]2115号,ISBN 978-7-498-08164-3,2020年9月21日
905,黎明航线,移动,华中科技大学电子音像出版社,绍兴上虞恒趣网络科技有限公司,国新出审[2020]2114号,ISBN 978-7-498-08161-2,2020年9月21日
906,一念逍遥,移动,厦门雷霆互动网络有限公司,深圳雷霆信息技术有限公司,国新出审[2020]2113号,ISBN 978-7-498-08158-2,2020年9月21日
907,卧龙无敌,网页,上海同济大学电子音像出版社有限公司,广州原力互娱网络科技有限公司,国新出审[2020]2112号,ISBN 978-7-498-08155-1,2020年9月21日
908,小小突击队2,移动,四三九九网络股份有限公司,四三九九网络股份有限公司,国新出审[2020]2111号,ISBN 978-7-498-08152-0,2020年9月21日
909,欢乐游戏人,移动,上海波克城市网络科技股份有限公司,赛韵网络科技（上海）有限公司,国新出审[2020]2110号,ISBN 978-7-498-08151-3,2020年9月21日
910,怪奇小店,移动,上海晨路信息科技股份有限公司,上海风格信息技术股份有限公司,国新出审[2020]2109号,ISBN 978-7-498-08148-3,2020年9月21日
911,塔防志,移动,河北冠林数字出版有限公司,海南凤起网络科技有限公司,国新出审[2020]2108号,ISBN 978-7-498-08143-8,2020年9月21日
912,军师请布阵,移动,华东师范大学电子音像出版社有限公司,上海聪盛网络科技有限公司,国新出审[2020]2107号,ISBN 978-7-498-08139-1,2020年9月21日
913,线之迷惑,移动-休闲益智,辽宁电子出版社有限责任公司,南京游鸣信息科技有限公司,国新出审[2020]2106号,ISBN 978-7-498-08136-0,2020年9月21日
914,迷局脱困,移动-休闲益智,安徽新华电子音像出版社,南京迈乐游信息技术有限公司,国新出审[2020]2105号,ISBN 978-7-498-08133-9,2020年9月21日
915,颜色大作战,移动-休闲益智,天津电子出版社有限公司,武汉指娱互动信息技术有限公司,国新出审[2020]2104号,ISBN 978-7-498-08150-6,2020年9月21日
916,鲨鱼台球,移动-休闲益智,杭州群游科技有限公司,北京释寂千雷信息技术有限公司,国新出审[2020]2103号,ISBN 978-7-498-08149-0,2020年9月21日
917,开心糖果宝贝,移动-休闲益智,咪咕互动娱乐有限公司,北京元火科技有限公司,国新出审[2020]2102号,ISBN 978-7-498-08147-6,2020年9月21日
918,萌宠消消乐园,移动-休闲益智,杭州边锋网络技术有限公司,杭州边锋网络技术有限公司,国新出审[2020]2101号,ISBN 978-7-498-08146-9,2020年9月21日
919,智者荣耀五子棋,移动-休闲益智,上海科学技术文献出版社有限公司,广东云十二网络科技有限公司,国新出审[2020]2100号,ISBN 978-7-498-08145-2,2020年9月21日
920,细胞袭来,移动-休闲益智,杭州紫府网络科技有限公司,盐城如亨科技有限公司,国新出审[2020]2099号,ISBN 978-7-498-08144-5,2020年9月21日
921,斗五行,移动-休闲益智,江苏凤凰电子音像出版社有限公司,江苏奇门网络科技有限公司,国新出审[2020]2098号,ISBN 978-7-498-08142-1,2020年9月21日
922,中至中国象棋,移动-休闲益智,江西高校出版社有限责任公司,江西中至科技有限公司,国新出审[2020]2097号,ISBN 978-7-498-08141-4,2020年9月21日
923,超级求生,移动-休闲益智,上海乐蜀网络科技股份有限公司,上海乐蜀网络科技股份有限公司,国新出审[2020]2096号,ISBN 978-7-498-08140-7,2020年9月21日
924,小花仙四时花语,移动-休闲益智,湖北省扬子江影音有限责任公司,成都雷兽互动科技有限公司,国新出审[2020]2095号,ISBN 978-7-498-08138-4,2020年9月21日
925,快乐的小鸟,移动-休闲益智,天津电子出版社有限公司,北京同桌游戏科技有限公司,国新出审[2020]2094号,ISBN 978-7-498-08137-7,2020年9月21日
926,幽灵怪兽,移动-休闲益智,上海电子出版有限公司,上海领音文化传播有限公司,国新出审[2020]2093号,ISBN 978-7-498-08135-3,2020年9月21日
927,萌宠解谜,移动-休闲益智,杭州群游科技有限公司,杭州圈外网络科技有限公司,国新出审[2020]2092号,ISBN 978-7-498-08134-6,2020年9月21日
928,宠物家园计划,移动-休闲益智,上海晨路信息科技股份有限公司,上海似锦网络科技有限公司,国新出审[2020]2091号,ISBN 978-7-498-08132-2,2020年9月21日
929,太空战歌,移动-休闲益智,北京联众互动网络股份有限公司,南阳新创元软件有限公司,国新出审[2020]2090号,ISBN 978-7-498-08131-5,2020年9月21日
930,钻石星语,移动-休闲益智,厦门大学电子出版社有限责任公司,厦门卡昆卡信息科技有限公司,国新出审[2020]2089号,ISBN 978-7-498-08130-8,2020年9月21日
931,合并飞车,移动-休闲益智,杭州紫府网络科技有限公司,北京赛诺斯科技发展有限责任公司,国新出审[2020]2088号,ISBN 978-7-498-08129-2,2020年9月21日
932,黄金岛海星乐园,移动-休闲益智,广州盈正信息技术有限公司,深圳市风林火山电脑技术有限公司,国新出审[2020]2087号,ISBN 978-7-498-08128-5,2020年9月21日
933,勇者秘境,移动,杭州群游科技有限公司,杭州缘佳科技有限公司,国新出审[2020]1989号,ISBN 978-7-498-08072-1,2020年9月1日
934,杜拉拉升职记,移动,苏州好玩友网络科技有限公司,苏州好玩友网络科技有限公司,国新出审[2020]1988号,ISBN 978-7-498-08074-5,2020年9月1日
935,星耀购物街,移动,上海电子出版有限公司,上海仙豆网络信息科技有限责任公司,国新出审[2020]1987号,ISBN 978-7-498-08076-9,2020年9月1日
936,妄想山海,移动,方圆电子音像出版社有限责任公司,北京像素软件科技股份有限公司,国新出审[2020]1986号,ISBN 978-7-498-08078-3,2020年9月1日
937,梦幻蛋糕店,移动,杭州润趣科技有限公司,北京柠檬微趣网络科技有限公司,国新出审[2020]1985号,ISBN 978-7-498-08082-0,2020年9月1日
938,鸿图之下,移动,华东师范大学电子音像出版社有限公司,淮安祖龙科技有限公司,国新出审[2020]1984号,ISBN 978-7-498-08085-1,2020年9月1日
939,指尖斗士,移动,上海同济大学电子音像出版社有限公司,深圳游禧科技有限公司,国新出审[2020]1983号,ISBN 978-7-498-08087-5,2020年9月1日
940,幻书启世录,移动,杭州汉唐文化传播有限公司,杭州网易雷火科技有限公司,国新出审[2020]1982号,ISBN 978-7-498-08090-5,2020年9月1日
941,跨时空远征,移动,江苏凤凰电子音像出版社有限公司,杭州凤侠网络科技有限公司,国新出审[2020]1981号,ISBN 978-7-498-08092-9,2020年9月1日
942,机械起源,移动,黑龙江科学技术出版社有限公司,北京洪腾科技有限公司,国新出审[2020]1980号,ISBN 978-7-498-08094-3,2020年9月1日
943,超自然行动组,移动,上海巨人网络科技有限公司,巨人移动科技有限公司,国新出审[2020]1979号,ISBN 978-7-498-08097-4,2020年9月1日
944,萌斗波克斯,移动,杭州润趣科技有限公司,上海乐响网络科技发展有限公司,国新出审[2020]1978号,ISBN 978-7-498-08100-1,2020年9月1日
945,美食大战老鼠2,移动,黑龙江龙华数字出版股份有限公司,上海欢乐互娱网络科技有限公司,国新出审[2020]1977号,ISBN 978-7-498-08102-5,2020年9月1日
946,龙崖,客户端,天津电子出版社有限公司,北京可梦科技有限公司,国新出审[2020]1976号,ISBN 978-7-498-08105-6,2020年9月1日
947,四象物语,移动,厦门大学电子出版社有限责任公司,厦门过零网络科技有限公司,国新出审[2020]1975号,ISBN 978-7-498-08107-0,2020年9月1日
948,宠我一生,移动,湖北省扬子江影音有限责任公司,北京一鲸网络科技有限公司,国新出审[2020]1974号,ISBN 978-7-498-08109-4,2020年9月1日
949,地心守护,移动,上海科学技术文献出版社有限公司,上海晓枫网络科技有限公司,国新出审[2020]1973号,ISBN 978-7-498-08110-0,2020年9月1日
950,元能失控,移动,杭州电魂网络科技股份有限公司,杭州电魂网络科技股份有限公司,国新出审[2020]1972号,ISBN 978-7-498-08111-7,2020年9月1日
951,音乐少女,移动,上海久游网络科技有限公司,上海久游网络科技有限公司,国新出审[2020]1971号,ISBN 978-7-498-08112-4,2020年9月1日
952,塔猎手,客户端,深圳中青宝互动网络股份有限公司,上海心愉计算机科技有限公司,国新出审[2020]1970号,ISBN 978-7-498-08113-1,2020年9月1日
953,无尽银河,移动,华东师范大学电子音像出版社有限公司,上海娱公竞宇网络有限公司,国新出审[2020]1969号,ISBN 978-7-498-08114-8,2020年9月1日
954,妖罗英雄传,移动,大唐网络有限公司,武汉灵动在线科技有限公司,国新出审[2020]1968号,ISBN 978-7-498-08115-5,2020年9月1日
955,好友养成计划,移动,上海游爱之星信息科技有限公司,上海游爱之星信息科技有限公司,国新出审[2020]1967号,ISBN 978-7-498-08116-2,2020年9月1日
956,无神之界,移动,北京中清龙图网络技术有限公司,北京中清龙图网络技术有限公司,国新出审[2020]1966号,ISBN 978-7-498-08117-9,2020年9月1日
957,圣杯纪元,移动,华东师范大学电子音像出版社有限公司,上海触萌网络科技有限公司,国新出审[2020]1965号,ISBN 978-7-498-08118-6,2020年9月1日
958,勇者物语,移动,上海科学技术文献出版社有限公司,上海梦跃网络科技有限公司,国新出审[2020]1964号,ISBN 978-7-498-08119-3,2020年9月1日
959,潘多拉的回响,移动,上海触控科技发展有限公司,山东泓阳文化创意传播发展股份有限公司,国新出审[2020]1963号,ISBN 978-7-498-08120-9,2020年9月1日
960,逆世战神,移动,黑龙江科学技术出版社有限公司,杭州九玩网络科技有限公司,国新出审[2020]1962号,ISBN 978-7-498-08121-6,2020年9月1日
961,玄中记,移动,浙江出版集团数字传媒有限公司,绍兴天石网络科技有限公司,国新出审[2020]1961号,ISBN 978-7-498-08122-3,2020年9月1日
962,星舰纪元,移动,湖北省扬子江影音有限责任公司,成都爱迪科信科技有限公司,国新出审[2020]1960号,ISBN 978-7-498-08123-0,2020年9月1日
963,弹球打砖块,移动-休闲益智,天津电子出版社有限公司,武汉指娱互动信息技术有限公司,国新出审[2020]1959号,ISBN 978-7-498-08124-7,2020年9月1日
964,大鱼消除,移动-休闲益智,杭州群游科技有限公司,杭州圈外网络科技有限公司,国新出审[2020]1958号,ISBN 978-7-498-08125-4,2020年9月1日
965,飞行棋来了,移动-休闲益智,杭州边锋网络技术有限公司,杭州边瑞网络技术有限公司,国新出审[2020]1957号,ISBN 978-7-498-08126-1,2020年9月1日
966,元游象棋,移动-休闲益智,深圳中青宝互动网络股份有限公司,上海元游网络科技有限公司,国新出审[2020]1956号,ISBN 978-7-498-08127-8,2020年9月1日
967,疯狂掠食者,移动-休闲益智,杭州紫府网络科技有限公司,北京赛诺斯科技发展有限责任公司,国新出审[2020]1955号,ISBN 978-7-498-07985-5,2020年9月1日
968,火柴人蜘蛛飞行英雄,移动-休闲益智,杭州群游科技有限公司,南京原极信息科技有限公司,国新出审[2020]1954号,ISBN 978-7-498-08108-7,2020年9月1日
969,狂奔的球,移动-休闲益智,上海雪鲤鱼计算机科技有限公司,上海易接信息科技有限公司,国新出审[2020]1953号,ISBN 978-7-498-08106-3,2020年9月1日
970,中至2048,移动-休闲益智,江西高校出版社有限责任公司,江西中至科技有限公司,国新出审[2020]1952号,ISBN 978-7-498-08104-9,2020年9月1日
971,石头剪子布,移动-休闲益智,天津电子出版社有限公司,北京青柠互娱科技有限公司,国新出审[2020]1951号,ISBN 978-7-498-08103-2,2020年9月1日
972,萌宠猎宝,移动-休闲益智,杭州润趣科技有限公司,南阳新创元软件有限公司,国新出审[2020]1950号,ISBN 978-7-498-08101-8,2020年9月1日
